Màu Mắt,Kiểu Mắt,Màu Tóc Tự Nhiên,Màu Da,Kiểu Mũi,Kiểu Tóc,Kiểu Môi,Râu Tóc Lông,Kiểu Khuôn Mặt,Chủng Tộc
Nâu,To,Nâu,20,Lỗ mũi to,Thẳng,Vừa,Thưa,Bẹt,
Nâu,Vừa,Đen,14,Gãy,Lượn sóng,Vừa,Thưa,Dô,
Lam,Nhỏ,Đen,16,Thấp,Lượn sóng,Vừa,Thưa,Bẹt,
Đen,To,Đen,12,Gãy,Thẳng,Dày,Rậm,Bẹt,
Nâu,To,Vàng,15,Gãy,Thẳng,Vừa,Rậm,Dô,
Đen,To,Nâu,17,Lỗ mũi to,Xoăn,Mỏng,Rậm,Dài,
Đen,Nhỏ,Nâu,33,Cao,Lượn sóng,Dày,Thưa,Ngắn,
Đen,Nhỏ,Nâu,26,Thấp,Lượn sóng,Vừa,Thưa,Dô,
Nâu,Nhỏ,Đen,15,Thấp,Lượn sóng,Vừa,Rậm,Dài,
Nâu,Nhỏ,Nâu,24,Lỗ mũi to,Thẳng,Dày,Rậm,Dài,
Đen,Nhỏ,Nâu,18,Thấp,Lượn sóng,Mỏng,Thưa,Bẹt,
Nâu,Vừa,Đen,21,Thấp,Thẳng,Mỏng,Rậm,Bẹt,
Nâu,Vừa,Nâu,22,Thấp,Thẳng,Dày,Thưa,Dô,
Nâu,Nhỏ,Nâu,25,Cao,Thẳng,Vừa,Thưa,Bẹt,
Đen,To,Đen,18,Gãy,Thẳng,Dày,Rậm,Dô,
Đen,Nhỏ,Đen,20,Cao,Thẳng,Dày,Thưa,Bẹt,
Đen,Vừa,Nâu,13,Cao,Xoăn,Mỏng,Rậm,Bẹt,
Lam,Nhỏ,Đen,24,Gãy,Thẳng,Vừa,Rậm,Bẹt,
Đen,To,Lam,14,Lỗ mũi to,Xoăn,Mỏng,Rậm,Bẹt,
Đen,Nhỏ,Đen,14,Thấp,Thẳng,Dày,Thưa,Dài,
Nâu,To,Vàng,23,Thấp,Xoăn,Vừa,Thưa,Ngắn,
Nâu,To,Đen,10,Lỗ mũi to,Lượn sóng,Mỏng,Thưa,Dô,
Lam,To,Đen,14,Lỗ mũi to,Thẳng,Vừa,Thưa,Dài,
Nâu,Nhỏ,Nâu,24,Lỗ mũi to,Thẳng,Vừa,Rậm,Bẹt,
Đen,Nhỏ,Nâu,28,Thấp,Xoăn,Dày,Rậm,Dài,
Lam,Nhỏ,Đen,23,Thấp,Lượn sóng,Mỏng,Thưa,Dài,
Đen,Nhỏ,Nâu,11,Lỗ mũi to,Thẳng,Mỏng,Rậm,Dài,
Lam,Nhỏ,Vàng,28,Cao,Thẳng,Vừa,Rậm,Dài,
Nâu,Nhỏ,Đen,16,Lỗ mũi to,Xoăn,Vừa,Rậm,Dài,
Lam,To,Nâu,14,Cao,Xoăn,Dày,Rậm,Ngắn,
Nâu,To,Đen,27,Cao,Xoăn,Dày,Rậm,Dài,
Nâu,Nhỏ,Nâu,18,Gãy,Xoăn,Mỏng,Rậm,Dài,
Nâu,To,Đen,14,Cao,Thẳng,Dày,Rậm,Bẹt,
Đen,Nhỏ,Nâu,25,Lỗ mũi to,Xoăn,Vừa,Rậm,Dài,
Đen,Nhỏ,Nâu,8,Cao,Lượn sóng,Vừa,Rậm,Bẹt,
Nâu,Vừa,Nâu,16,Thấp,Thẳng,Dày,Thưa,Bẹt,
Lam,To,Nâu,29,Cao,Lượn sóng,Vừa,Rậm,Bẹt,
Nâu,Vừa,Nâu,16,Cao,Xoăn,Vừa,Rậm,Bẹt,
Lam,Nhỏ,Đen,31,Thấp,Thẳng,Mỏng,Thưa,Dài,
Đen,Nhỏ,Lam,30,Cao,Thẳng,Dày,Rậm,Bẹt,
Đen,Nhỏ,Nâu,16,Thấp,Thẳng,Vừa,Thưa,Dài,
Nâu,To,Nâu,29,Lỗ mũi to,Thẳng,Mỏng,Rậm,Dô,
Nâu,To,Nâu,23,Lỗ mũi to,Xoăn,Dày,Rậm,Bẹt,
Lam,Nhỏ,Đen,15,Lỗ mũi to,Thẳng,Vừa,Thưa,Bẹt,
Nâu,To,Nâu,25,Cao,Thẳng,Dày,Rậm,Dài,
Nâu,To,Đen,23,Lỗ mũi to,Thẳng,Mỏng,Rậm,Dài,
Đen,To,Đen,21,Cao,Xoăn,Vừa,Rậm,Bẹt,
Đen,Nhỏ,Vàng,24,Cao,Thẳng,Mỏng,Rậm,Dô,
Nâu,Nhỏ,Vàng,8,Thấp,Lượn sóng,Dày,Thưa,Dài,
Xám,To,Nâu,27,Lỗ mũi to,Thẳng,Mỏng,Rậm,Dài,
Đen,Nhỏ,Vàng,25,Thấp,Xoăn,Dày,Thưa,Bẹt,
Nâu,To,Đen,22,Thấp,Thẳng,Dày,Thưa,Bẹt,
Đen,Nhỏ,Đen,23,Lỗ mũi to,Xoăn,Dày,Thưa,Bẹt,
Nâu,Nhỏ,Đen,17,Thấp,Thẳng,Vừa,Thưa,Bẹt,
Nâu,Nhỏ,Nâu,18,Gãy,Lượn sóng,Dày,Thưa,Dô,
Lam,Nhỏ,Vàng,10,Lỗ mũi to,Thẳng,Mỏng,Rậm,Bẹt,
Vàng,Nhỏ,Nâu,23,Thấp,Lượn sóng,Vừa,Thưa,Bẹt,
Đen,To,Nâu,13,Lỗ mũi to,Thẳng,Dày,Thưa,Ngắn,
Nâu,To,Nâu,12,Lỗ mũi to,Xoăn,Mỏng,Thưa,Dô,
Vàng,To,Đen,15,Thấp,Lượn sóng,Mỏng,Thưa,Bẹt,
Đen,Nhỏ,Nâu,32,Cao,Xoăn,Mỏng,Thưa,Dài,
Nâu,Vừa,Nâu,29,Thấp,Thẳng,Mỏng,Rậm,Dài,
Nâu,Nhỏ,Lam,29,Lỗ mũi to,Thẳng,Mỏng,Rậm,Ngắn,
Lam,Nhỏ,Vàng,14,Lỗ mũi to,Xoăn,Vừa,Thưa,Bẹt,
Nâu,Nhỏ,Vàng,19,Lỗ mũi to,Thẳng,Vừa,Thưa,Bẹt,
Nâu,Nhỏ,Đen,25,Cao,Xoăn,Dày,Thưa,Bẹt,
Nâu,Nhỏ,Đỏ,24,Thấp,Thẳng,Dày,Rậm,Dài,
Xám,To,Nâu,25,Thấp,Xoăn,Dày,Thưa,Bẹt,
Nâu,Nhỏ,Đen,22,Cao,Xoăn,Vừa,Thưa,Ngắn,
Nâu,Nhỏ,Nâu,13,Gãy,Thẳng,Dày,Rậm,Bẹt,
Nâu,To,Đen,24,Gãy,Xoăn,Vừa,Rậm,Ngắn,
Đen,To,Đen,18,Thấp,Lượn sóng,Vừa,Rậm,Bẹt,
Đen,To,Nâu,21,Lỗ mũi to,Xoăn,Mỏng,Thưa,Bẹt,
Đen,Nhỏ,Nâu,17,Thấp,Lượn sóng,Vừa,Rậm,Dô,
Nâu,Nhỏ,Nâu,17,Lỗ mũi to,Xoăn,Vừa,Thưa,Bẹt,
Lam,Nhỏ,Đỏ,25,Cao,Xoăn,Vừa,Rậm,Dô,
Nâu,Nhỏ,Đen,25,Cao,Xoăn,Vừa,Thưa,Dài,
Nâu,Nhỏ,Nâu,19,Thấp,Xoăn,Vừa,Thưa,Bẹt,
Lam,Nhỏ,Đen,28,Thấp,Xoăn,Vừa,Thưa,Ngắn,
Nâu,Nhỏ,Nâu,16,Lỗ mũi to,Xoăn,Dày,Rậm,Bẹt,
Đen,Nhỏ,Nâu,22,Gãy,Thẳng,Dày,Thưa,Dài,
Đen,To,Nâu,23,Thấp,Xoăn,Vừa,Thưa,Bẹt,
Nâu,Nhỏ,Đen,9,Gãy,Xoăn,Mỏng,Thưa,Dài,
Đen,To,Nâu,26,Lỗ mũi to,Lượn sóng,Mỏng,Rậm,Bẹt,
Nâu,Nhỏ,Đen,12,Thấp,Xoăn,Mỏng,Thưa,Dô,
Lam,Vừa,Vàng,24,Cao,Thẳng,Vừa,Thưa,Dô,
Nâu,To,Nâu,18,Lỗ mũi to,Lượn sóng,Mỏng,Rậm,Bẹt,
Nâu,To,Đen,23,Thấp,Xoăn,Mỏng,Thưa,Dô,
Xám,To,Nâu,16,Cao,Xoăn,Mỏng,Rậm,Dô,
Nâu,To,Nâu,24,Cao,Xoăn,Vừa,Thưa,Dài,
Lam,To,Đen,28,Lỗ mũi to,Xoăn,Vừa,Rậm,Bẹt,
Đen,To,Đen,19,Thấp,Xoăn,Vừa,Rậm,Dô,
Vàng,To,Nâu,25,Lỗ mũi to,Lượn sóng,Vừa,Thưa,Bẹt,
Đen,Nhỏ,Nâu,10,Cao,Xoăn,Mỏng,Thưa,Dài,
Xám,Nhỏ,Nâu,29,Thấp,Xoăn,Dày,Rậm,Dô,
Xám,To,Vàng,24,Thấp,Xoăn,Mỏng,Rậm,Dô,
Đen,Nhỏ,Đen,25,Lỗ mũi to,Thẳng,Mỏng,Thưa,Bẹt,
Nâu,Nhỏ,Nâu,26,Gãy,Thẳng,Dày,Thưa,Bẹt,
Lam,Vừa,Nâu,30,Cao,Lượn sóng,Vừa,Thưa,Dài,
Đen,To,Nâu,28,Cao,Xoăn,Vừa,Rậm,Dô,
Vàng,To,Nâu,36,Thấp,Xoăn,Dày,Rậm,Bẹt,
Nâu,Nhỏ,Nâu,14,Cao,Lượn sóng,Mỏng,Rậm,Dô,
Nâu,Nhỏ,Nâu,27,Gãy,Thẳng,Vừa,Rậm,Ngắn,
Nâu,Nhỏ,Nâu,21,Gãy,Lượn sóng,Vừa,Rậm,Bẹt,
Đen,Nhỏ,Nâu,27,Cao,Thẳng,Mỏng,Rậm,Ngắn,
Nâu,Nhỏ,Nâu,20,Cao,Thẳng,Mỏng,Rậm,Dô,
Nâu,To,Vàng,37,Gãy,Thẳng,Mỏng,Rậm,Dài,
Nâu,Nhỏ,Nâu,25,Cao,Thẳng,Vừa,Rậm,Dài,
Đen,To,Đen,18,Lỗ mũi to,Lượn sóng,Mỏng,Thưa,Dô,
Đen,Nhỏ,Đen,17,Thấp,Thẳng,Mỏng,Thưa,Dô,
Đen,Nhỏ,Nâu,31,Lỗ mũi to,Thẳng,Mỏng,Rậm,Ngắn,
Nâu,To,Đen,19,Gãy,Thẳng,Dày,Rậm,Bẹt,
Nâu,Vừa,Nâu,19,Thấp,Xoăn,Vừa,Rậm,Bẹt,
Nâu,To,Đen,28,Lỗ mũi to,Thẳng,Mỏng,Thưa,Dô,
Nâu,Nhỏ,Đen,19,Lỗ mũi to,Thẳng,Dày,Thưa,Dài,
Nâu,Nhỏ,Nâu,13,Thấp,Xoăn,Vừa,Rậm,Dài,
Nâu,Nhỏ,Đen,21,Lỗ mũi to,Xoăn,Dày,Rậm,Bẹt,
Nâu,Nhỏ,Nâu,7,Thấp,Lượn sóng,Vừa,Thưa,Dô,
Xám,To,Nâu,19,Thấp,Thẳng,Vừa,Rậm,Dô,
Đen,To,Nâu,17,Cao,Thẳng,Dày,Thưa,Ngắn,
Nâu,Nhỏ,Nâu,22,Cao,Xoăn,Vừa,Rậm,Bẹt,
Đen,To,Đen,30,Cao,Xoăn,Vừa,Thưa,Ngắn,
Đen,Nhỏ,Nâu,15,Cao,Lượn sóng,Vừa,Thưa,Bẹt,
Đen,Nhỏ,Nâu,23,Cao,Xoăn,Mỏng,Thưa,Bẹt,
Nâu,Nhỏ,Nâu,21,Cao,Thẳng,Vừa,Rậm,Bẹt,
Lam,Vừa,Đen,21,Gãy,Thẳng,Vừa,Rậm,Ngắn,
Đen,Nhỏ,Nâu,20,Thấp,Xoăn,Vừa,Thưa,Dô,
Lục,Nhỏ,Đen,23,Thấp,Xoăn,Vừa,Thưa,Bẹt,
Lam,Nhỏ,Vàng,23,Gãy,Lượn sóng,Mỏng,Thưa,Bẹt,
Nâu,To,Nâu,22,Thấp,Xoăn,Mỏng,Thưa,Bẹt,
Nâu,Nhỏ,Nâu,21,Gãy,Thẳng,Mỏng,Rậm,Bẹt,
Đen,Vừa,Đen,29,Lỗ mũi to,Xoăn,Mỏng,Thưa,Bẹt,
Nâu,Nhỏ,Nâu,21,Lỗ mũi to,Xoăn,Vừa,Thưa,Ngắn,
Đen,Vừa,Vàng,17,Thấp,Thẳng,Mỏng,Thưa,Bẹt,
Nâu,Nhỏ,Vàng,20,Gãy,Lượn sóng,Vừa,Thưa,Bẹt,
Đen,To,Đen,15,Thấp,Xoăn,Mỏng,Thưa,Dài,
Nâu,To,Đen,19,Gãy,Xoăn,Vừa,Rậm,Dô,
Nâu,Nhỏ,Đen,16,Gãy,Thẳng,Mỏng,Rậm,Bẹt,
Đen,Nhỏ,Đen,28,Lỗ mũi to,Xoăn,Vừa,Thưa,Dài,
Nâu,To,Vàng,30,Gãy,Lượn sóng,Vừa,Thưa,Bẹt,
Nâu,Nhỏ,Nâu,21,Cao,Thẳng,Vừa,Rậm,Ngắn,
Đen,To,Đen,29,Cao,Thẳng,Vừa,Thưa,Dài,
Nâu,Nhỏ,Đỏ,22,Cao,Lượn sóng,Dày,Thưa,Dài,
Đen,Nhỏ,Đen,33,Thấp,Xoăn,Mỏng,Rậm,Bẹt,
Nâu,Nhỏ,Đen,19,Thấp,Lượn sóng,Mỏng,Rậm,Dài,
Nâu,Vừa,Vàng,6,Cao,Lượn sóng,Mỏng,Thưa,Dô,
Đen,Nhỏ,Nâu,19,Thấp,Xoăn,Mỏng,Rậm,Dô,
Xám,Vừa,Nâu,22,Thấp,Thẳng,Dày,Rậm,Dô,
Nâu,Nhỏ,Nâu,15,Thấp,Xoăn,Mỏng,Thưa,Dài,
Đen,To,Đen,24,Thấp,Thẳng,Vừa,Rậm,Dô,
Nâu,Vừa,Nâu,20,Thấp,Lượn sóng,Mỏng,Rậm,Dài,
Nâu,Nhỏ,Đen,19,Thấp,Xoăn,Vừa,Rậm,Dài,
Nâu,Nhỏ,Nâu,41,Thấp,Xoăn,Vừa,Rậm,Bẹt,
Đen,Nhỏ,Nâu,11,Cao,Xoăn,Vừa,Rậm,Ngắn,
Đen,Nhỏ,Nâu,24,Lỗ mũi to,Xoăn,Mỏng,Thưa,Bẹt,
Đen,Nhỏ,Nâu,22,Cao,Xoăn,Dày,Rậm,Dô,
Nâu,Nhỏ,Nâu,38,Thấp,Lượn sóng,Vừa,Rậm,Dài,
Đen,Nhỏ,Vàng,17,Cao,Thẳng,Vừa,Rậm,Bẹt,
Lam,Nhỏ,Đen,21,Gãy,Xoăn,Dày,Thưa,Dô,
Nâu,To,Nâu,34,Cao,Xoăn,Vừa,Thưa,Ngắn,
Nâu,To,Đen,26,Lỗ mũi to,Thẳng,Vừa,Thưa,Bẹt,
Nâu,To,Nâu,22,Thấp,Xoăn,Mỏng,Thưa,Dài,
Đen,To,Đen,27,Gãy,Thẳng,Dày,Rậm,Ngắn,
Đen,To,Nâu,19,Thấp,Thẳng,Vừa,Rậm,Dài,
Nâu,To,Đen,27,Thấp,Thẳng,Mỏng,Rậm,Bẹt,
Đen,Nhỏ,Đen,19,Gãy,Thẳng,Vừa,Rậm,Dài,
Nâu,Nhỏ,Đen,19,Lỗ mũi to,Xoăn,Dày,Rậm,Ngắn,
Đen,To,Nâu,39,Cao,Xoăn,Mỏng,Thưa,Bẹt,
Nâu,To,Đen,21,Cao,Thẳng,Mỏng,Rậm,Ngắn,
Nâu,To,Đen,24,Lỗ mũi to,Xoăn,Dày,Rậm,Dài,
Nâu,Nhỏ,Nâu,16,Cao,Lượn sóng,Dày,Thưa,Bẹt,
Nâu,Vừa,Nâu,24,Lỗ mũi to,Lượn sóng,Dày,Rậm,Ngắn,
Đen,To,Vàng,13,Cao,Thẳng,Mỏng,Thưa,Bẹt,
Đen,Nhỏ,Đỏ,19,Gãy,Xoăn,Mỏng,Rậm,Dài,
Tím,To,Đen,22,Thấp,Thẳng,Vừa,Thưa,Ngắn,
Xám,Nhỏ,Nâu,24,Lỗ mũi to,Lượn sóng,Mỏng,Rậm,Bẹt,
Nâu,Vừa,Đen,27,Lỗ mũi to,Xoăn,Mỏng,Thưa,Bẹt,
Lam,Nhỏ,Nâu,18,Cao,Xoăn,Mỏng,Thưa,Dô,
Nâu,Vừa,Nâu,19,Lỗ mũi to,Xoăn,Dày,Rậm,Bẹt,
Đen,Nhỏ,Nâu,26,Gãy,Thẳng,Dày,Thưa,Dài,
Nâu,To,Nâu,26,Cao,Lượn sóng,Dày,Rậm,Bẹt,
Lam,To,Nâu,24,Cao,Xoăn,Vừa,Thưa,Dài,
Đen,To,Vàng,20,Lỗ mũi to,Thẳng,Dày,Rậm,Ngắn,
Nâu,Vừa,Đen,18,Thấp,Lượn sóng,Mỏng,Rậm,Bẹt,
Nâu,Nhỏ,Đen,17,Thấp,Thẳng,Vừa,Thưa,Dài,
Đen,To,Đen,31,Gãy,Thẳng,Mỏng,Thưa,Bẹt,
Nâu,To,Nâu,18,Cao,Thẳng,Dày,Rậm,Dài,
Nâu,Nhỏ,Đen,23,Lỗ mũi to,Xoăn,Vừa,Rậm,Bẹt,
Nâu,Nhỏ,Nâu,20,Cao,Thẳng,Mỏng,Thưa,Bẹt,
Đen,To,Đỏ,16,Gãy,Xoăn,Dày,Thưa,Dô,
Đen,Vừa,Đen,16,Thấp,Xoăn,Dày,Thưa,Dài,
Đen,To,Nâu,22,Lỗ mũi to,Xoăn,Vừa,Thưa,Dài,
Lam,To,Đỏ,22,Gãy,Thẳng,Dày,Thưa,Bẹt,
Nâu,To,Vàng,19,Lỗ mũi to,Lượn sóng,Mỏng,Thưa,Bẹt,
Nâu,To,Nâu,19,Lỗ mũi to,Lượn sóng,Vừa,Rậm,Ngắn,
Nâu,To,Đen,25,Thấp,Lượn sóng,Dày,Rậm,Bẹt,
Đen,To,Nâu,5,Thấp,Lượn sóng,Dày,Rậm,Bẹt,
Nâu,To,Nâu,28,Cao,Xoăn,Mỏng,Rậm,Ngắn,
Nâu,To,Nâu,20,Gãy,Thẳng,Vừa,Rậm,Dài,
Đen,Nhỏ,Nâu,23,Thấp,Xoăn,Mỏng,Thưa,Dô,
Nâu,Nhỏ,Đen,17,Thấp,Thẳng,Vừa,Rậm,Bẹt,
Nâu,Nhỏ,Đen,11,Gãy,Lượn sóng,Mỏng,Thưa,Bẹt,
Xám,To,Nâu,18,Thấp,Xoăn,Vừa,Rậm,Bẹt,
Đen,To,Lam,33,Gãy,Thẳng,Vừa,Rậm,Bẹt,
Lam,Nhỏ,Đen,18,Thấp,Thẳng,Dày,Rậm,Ngắn,
Nâu,Nhỏ,Nâu,17,Lỗ mũi to,Xoăn,Dày,Rậm,Ngắn,
Nâu,To,Vàng,25,Thấp,Lượn sóng,Vừa,Thưa,Dài,
Đen,To,Nâu,24,Gãy,Lượn sóng,Vừa,Thưa,Dài,
Đen,Nhỏ,Nâu,21,Thấp,Xoăn,Vừa,Rậm,Dô,
Đen,Nhỏ,Đen,25,Thấp,Xoăn,Vừa,Thưa,Ngắn,
Đen,Nhỏ,Đen,37,Cao,Thẳng,Vừa,Thưa,Dài,
Đen,Nhỏ,Đen,19,Thấp,Lượn sóng,Mỏng,Thưa,Dài,
Nâu,To,Nâu,23,Lỗ mũi to,Thẳng,Mỏng,Thưa,Dô,
Đen,To,Vàng,10,Thấp,Xoăn,Mỏng,Thưa,Bẹt,
Đen,Vừa,Đen,27,Thấp,Xoăn,Dày,Thưa,Bẹt,
Nâu,To,Đen,31,Thấp,Xoăn,Vừa,Thưa,Bẹt,
Đen,Nhỏ,Nâu,30,Lỗ mũi to,Xoăn,Dày,Thưa,Ngắn,
Đen,Nhỏ,Vàng,24,Thấp,Thẳng,Mỏng,Thưa,Bẹt,
Nâu,To,Đen,31,Thấp,Thẳng,Mỏng,Thưa,Dô,
Nâu,To,Nâu,22,Gãy,Lượn sóng,Vừa,Thưa,Dô,
Đen,To,Đen,23,Lỗ mũi to,Thẳng,Mỏng,Rậm,Bẹt,
Đen,To,Nâu,19,Lỗ mũi to,Xoăn,Dày,Rậm,Bẹt,
Nâu,To,Đen,22,Cao,Thẳng,Vừa,Thưa,Dài,
Nâu,Nhỏ,Đen,14,Thấp,Thẳng,Mỏng,Rậm,Bẹt,
Xám,Nhỏ,Vàng,25,Thấp,Xoăn,Vừa,Rậm,Bẹt,
Xám,Nhỏ,Vàng,16,Thấp,Xoăn,Vừa,Rậm,Bẹt,
Lam,Nhỏ,Đen,29,Cao,Xoăn,Dày,Rậm,Dô,
Xám,To,Nâu,21,Gãy,Xoăn,Vừa,Rậm,Bẹt,
Nâu,Nhỏ,Đen,23,Thấp,Lượn sóng,Dày,Rậm,Bẹt,
Xám,To,Đen,23,Gãy,Thẳng,Mỏng,Thưa,Bẹt,
Nâu,Vừa,Nâu,26,Lỗ mũi to,Xoăn,Vừa,Rậm,Ngắn,
Nâu,Nhỏ,Vàng,19,Lỗ mũi to,Xoăn,Dày,Thưa,Dài,
Đen,To,Đen,18,Thấp,Xoăn,Mỏng,Thưa,Dài,
Đen,Nhỏ,Lam,20,Lỗ mũi to,Xoăn,Dày,Thưa,Bẹt,
Đen,Nhỏ,Đen,26,Thấp,Thẳng,Mỏng,Thưa,Bẹt,
Nâu,To,Nâu,22,Thấp,Thẳng,Vừa,Thưa,Bẹt,
Xám,Vừa,Nâu,24,Thấp,Lượn sóng,Mỏng,Rậm,Dài,
Nâu,To,Nâu,16,Thấp,Lượn sóng,Vừa,Rậm,Ngắn,
Nâu,To,Đen,21,Thấp,Thẳng,Vừa,Rậm,Bẹt,
Đen,To,Đen,21,Thấp,Thẳng,Vừa,Thưa,Dô,
Nâu,Nhỏ,Đen,24,Lỗ mũi to,Thẳng,Mỏng,Thưa,Dài,
Nâu,Vừa,Đen,26,Thấp,Lượn sóng,Vừa,Thưa,Dô,
Xám,Vừa,Vàng,23,Cao,Thẳng,Vừa,Rậm,Bẹt,
Đen,To,Đỏ,11,Thấp,Xoăn,Mỏng,Thưa,Ngắn,
Xám,Nhỏ,Đen,29,Lỗ mũi to,Thẳng,Vừa,Thưa,Ngắn,
Đen,Nhỏ,Đen,22,Cao,Lượn sóng,Vừa,Thưa,Dài,
Nâu,Nhỏ,Đen,16,Thấp,Lượn sóng,Vừa,Rậm,Bẹt,
Nâu,Nhỏ,Nâu,28,Lỗ mũi to,Lượn sóng,Vừa,Rậm,Bẹt,
Nâu,Vừa,Đen,19,Cao,Xoăn,Vừa,Thưa,Dài,
Nâu,To,Đen,14,Thấp,Xoăn,Mỏng,Thưa,Dô,
Nâu,Nhỏ,Nâu,8,Lỗ mũi to,Lượn sóng,Dày,Thưa,Dô,
Nâu,To,Đen,25,Gãy,Xoăn,Dày,Rậm,Bẹt,
Đen,To,Nâu,14,Gãy,Thẳng,Vừa,Rậm,Dô,
Nâu,Nhỏ,Nâu,23,Thấp,Xoăn,Mỏng,Rậm,Bẹt,
Nâu,To,Nâu,22,Lỗ mũi to,Xoăn,Dày,Thưa,Bẹt,
Nâu,Nhỏ,Đen,35,Thấp,Xoăn,Vừa,Thưa,Dài,
Đen,Nhỏ,Nâu,20,Gãy,Xoăn,Dày,Rậm,Bẹt,
Xám,Nhỏ,Nâu,22,Cao,Thẳng,Dày,Rậm,Ngắn,
Nâu,Nhỏ,Đen,11,Cao,Xoăn,Vừa,Rậm,Dô,
Đen,To,Nâu,22,Lỗ mũi to,Xoăn,Vừa,Thưa,Dài,
Đen,To,Đen,17,Cao,Thẳng,Dày,Thưa,Bẹt,
Nâu,Nhỏ,Nâu,22,Gãy,Lượn sóng,Mỏng,Thưa,Bẹt,
Nâu,Vừa,Nâu,22,Thấp,Xoăn,Dày,Thưa,Dài,
Đen,To,Đen,30,Gãy,Xoăn,Mỏng,Rậm,Bẹt,
Lam,Vừa,Nâu,13,Thấp,Xoăn,Vừa,Thưa,Dài,
Nâu,To,Đen,18,Thấp,Xoăn,Mỏng,Thưa,Dô,
Đen,Vừa,Nâu,14,Cao,Lượn sóng,Vừa,Thưa,Dô,
Đen,Nhỏ,Đen,28,Cao,Xoăn,Dày,Thưa,Dô,
Đen,To,Đen,15,Thấp,Thẳng,Dày,Thưa,Dài,
Đen,Nhỏ,Đen,22,Thấp,Thẳng,Vừa,Thưa,Bẹt,
Đen,Nhỏ,Đen,19,Thấp,Thẳng,Mỏng,Thưa,Dô,
Nâu,Nhỏ,Đen,27,Thấp,Xoăn,Vừa,Rậm,Bẹt,
Nâu,Nhỏ,Nâu,23,Cao,Thẳng,Dày,Rậm,Dô,
Lam,Nhỏ,Đen,21,Gãy,Thẳng,Vừa,Thưa,Bẹt,
Đen,Vừa,Nâu,20,Lỗ mũi to,Xoăn,Vừa,Thưa,Dô,
Nâu,Vừa,Nâu,27,Cao,Xoăn,Vừa,Thưa,Bẹt,
Nâu,Nhỏ,Đen,28,Thấp,Thẳng,Dày,Thưa,Bẹt,
Nâu,Nhỏ,Nâu,20,Lỗ mũi to,Thẳng,Vừa,Rậm,Bẹt,
Đen,To,Đen,18,Lỗ mũi to,Xoăn,Dày,Rậm,Dô,
Lam,Nhỏ,Đen,22,Thấp,Thẳng,Vừa,Thưa,Bẹt,
Nâu,Nhỏ,Nâu,20,Cao,Lượn sóng,Vừa,Rậm,Dài,
Đen,To,Nâu,19,Lỗ mũi to,Xoăn,Mỏng,Rậm,Bẹt,
Đen,Vừa,Đen,20,Gãy,Xoăn,Vừa,Rậm,Ngắn,
Nâu,Nhỏ,Nâu,29,Thấp,Thẳng,Dày,Thưa,Ngắn,
Nâu,To,Nâu,19,Lỗ mũi to,Xoăn,Mỏng,Thưa,Ngắn,
Nâu,To,Nâu,25,Gãy,Thẳng,Vừa,Thưa,Dô,
Đen,To,Nâu,27,Thấp,Thẳng,Vừa,Thưa,Bẹt,
Đen,To,Nâu,25,Cao,Xoăn,Vừa,Rậm,Bẹt,
Đen,Nhỏ,Nâu,11,Cao,Thẳng,Dày,Rậm,Bẹt,
Lam,Vừa,Đen,23,Thấp,Thẳng,Dày,Rậm,Bẹt,
Nâu,To,Đen,18,Lỗ mũi to,Thẳng,Dày,Rậm,Bẹt,
