Màu Mắt,Kiểu Mắt,Màu Tóc Tự Nhiên,Màu Da,Kiểu Mũi,Kiểu Tóc,Kiểu Môi,Râu Tóc Lông,Kiểu Khuôn Mặt,Chủng Tộc
Đen,To,Đen,Nâu Vừa,Thấp,Lượn sóng,Mỏng,Rậm,Dài,Uc
Đen,Nhỏ,Đen,Nâu Vừa,Thấp,Xoăn,Mỏng,Thưa,Bẹt,A
Đen,To,Đen,Nâu Vừa,Thấp,Lượn sóng,Mỏng,Thưa,Bẹt,Uc
Đen,Nhỏ,Đỏ,Nâu Sậm,Thấp,Lượn sóng,Dày,Thưa,Bẹt,Au
Đen,Nhỏ,Đen,Trắng Sáng,Thấp,Thẳng,Dày,Thưa,Dài,Au
Đen,Nhỏ,Đen,Nâu Vừa,Thấp,Thẳng,Dày,Rậm,Dài,A
Đen,Nhỏ,Đen,Nâu Vừa,Cao,Xoăn,Dày,Rậm,Bẹt,Uc
Đen,Nhỏ,Đen,Nâu Vừa,Thấp,Xoăn,Mỏng,Rậm,Ngắn,A
Đen,Nhỏ,Đen,Nâu Vừa,Cao,Xoăn,Dày,Rậm,Dài,Uc
Đen,To,Đen,Nâu Vừa,Thấp,Xoăn,Mỏng,Rậm,Ngắn,A
Đen,Nhỏ,Đen,Nâu Vừa,Thấp,Xoăn,Mỏng,Thưa,Bẹt,A
Đen,Nhỏ,Đen,Nâu Sậm,Thấp,Xoăn,Dày,Thưa,Ngắn,Phi
Đen,Nhỏ,Đen,Nâu Sậm,Thấp,Lượn sóng,Mỏng,Thưa,Dô,Phi
Đen,To,Đen,Nâu Sậm,Thấp,Xoăn,Dày,Rậm,Ngắn,Phi
Đen,Nhỏ,Đỏ,Nâu Vừa,Thấp,Lượn sóng,Mỏng,Rậm,Ngắn,Au
Đen,To,Đen,Nâu Vừa,Thấp,Lượn sóng,Dày,Thưa,Bẹt,Uc
Đen,Nhỏ,Đỏ,Nâu Vừa,Cao,Xoăn,Dày,Rậm,Dô,Au
Đen,Nhỏ,Đen,Nâu Vừa,Cao,Xoăn,Mỏng,Rậm,Bẹt,Uc
Đen,To,Đen,Nâu Sậm,Thấp,Xoăn,Mỏng,Rậm,Dài,Phi
Đen,To,Đen,Nâu Vừa,Thấp,Thẳng,Dày,Rậm,Ngắn,A
Đen,To,Đen,Nâu Vừa,Thấp,Thẳng,Mỏng,Thưa,Bẹt,A
Đen,Nhỏ,Đen,Nâu Sậm,Thấp,Xoăn,Mỏng,Rậm,Dô,Phi
Lam,To,Đen,Nâu Sậm,Thấp,Thẳng,Mỏng,Rậm,Dô,Au
Đen,To,Đen,Nâu Vừa,Thấp,Xoăn,Mỏng,Rậm,Bẹt,A
Đen,To,Đen,Nâu Sậm,Thấp,Lượn sóng,Mỏng,Rậm,Bẹt,Uc
Đen,Nhỏ,Đen,Nâu Vừa,Thấp,Thẳng,Dày,Thưa,Dài,A
Đen,To,Đen,Nâu Vừa,Cao,Lượn sóng,Mỏng,Rậm,Bẹt,Uc
Đen,To,Đen,Nâu Sậm,Thấp,Lượn sóng,Mỏng,Rậm,Bẹt,Uc
Lam,Nhỏ,Đen,Nâu Vừa,Thấp,Lượn sóng,Dày,Thưa,Bẹt,Au
Đen,Nhỏ,Đen,Nâu Vừa,Thấp,Thẳng,Mỏng,Rậm,Dô,A
Đen,Nhỏ,Đen,Nâu Sậm,Thấp,Lượn sóng,Dày,Rậm,Dô,Uc
Đen,To,Đen,Trắng Vàng,Cao,Lượn sóng,Mỏng,Rậm,Ngắn,Au
Đen,To,Đen,Nâu Vừa,Thấp,Xoăn,Mỏng,Rậm,Bẹt,A
Đen,Nhỏ,Đen,Nâu Vừa,Thấp,Xoăn,Mỏng,Rậm,Bẹt,A
Đen,To,Đen,Nâu Sậm,Thấp,Thẳng,Mỏng,Thưa,Dô,Phi
Đen,To,Đỏ,Nâu Vừa,Thấp,Xoăn,Dày,Rậm,Dô,Au
Đen,Nhỏ,Vàng,Nâu Sậm,Cao,Xoăn,Dày,Rậm,Bẹt,Au
Đen,To,Vàng,Nâu Sậm,Thấp,Lượn sóng,Dày,Rậm,Dài,Au
Đen,To,Đen,Nâu Sậm,Thấp,Thẳng,Mỏng,Rậm,Ngắn,Phi
Đen,Nhỏ,Đen,Nâu Vừa,Thấp,Lượn sóng,Mỏng,Rậm,Dài,Uc
Đen,Nhỏ,Đen,Nâu Sậm,Thấp,Xoăn,Dày,Rậm,Bẹt,Phi
Đen,Nhỏ,Đen,Nâu Vừa,Thấp,Xoăn,Dày,Thưa,Ngắn,A
Đen,To,Đen,Nâu Sậm,Thấp,Xoăn,Mỏng,Thưa,Ngắn,Phi
Lam,Nhỏ,Đen,Nâu Vừa,Cao,Lượn sóng,Mỏng,Thưa,Bẹt,Au
Đen,To,Vàng,Nâu Vừa,Thấp,Xoăn,Mỏng,Rậm,Bẹt,Au
Đen,Nhỏ,Đen,Nâu Vừa,Thấp,Thẳng,Dày,Rậm,Bẹt,A
Đen,Nhỏ,Đen,Nâu Vừa,Thấp,Thẳng,Mỏng,Rậm,Dô,A
Đen,Nhỏ,Đen,Nâu Vừa,Thấp,Lượn sóng,Mỏng,Rậm,Bẹt,Uc
Đen,Nhỏ,Đen,Nâu Sậm,Cao,Lượn sóng,Mỏng,Thưa,Dô,Phi
Đen,Nhỏ,Vàng,Nâu Vừa,Cao,Xoăn,Mỏng,Rậm,Bẹt,Au
Đen,Nhỏ,Đen,Nâu Sậm,Cao,Xoăn,Dày,Rậm,Bẹt,Phi
Đen,To,Đen,Nâu Sậm,Thấp,Thẳng,Mỏng,Rậm,Bẹt,Phi
Đen,Nhỏ,Đen,Nâu Vừa,Cao,Lượn sóng,Dày,Rậm,Bẹt,Uc
Đen,Nhỏ,Đen,Nâu Vừa,Thấp,Lượn sóng,Dày,Rậm,Bẹt,Uc
Đen,To,Đen,Nâu Sậm,Thấp,Xoăn,Dày,Rậm,Ngắn,Phi
Đen,Nhỏ,Đen,Nâu Vừa,Thấp,Xoăn,Mỏng,Rậm,Dài,A
Đen,Nhỏ,Đen,Nâu Sậm,Thấp,Lượn sóng,Dày,Rậm,Dô,Uc
Đen,Nhỏ,Đen,Trắng Sáng,Thấp,Xoăn,Dày,Rậm,Ngắn,Au
Đen,Nhỏ,Đen,Nâu Vừa,Cao,Xoăn,Dày,Thưa,Bẹt,A
Đen,Nhỏ,Vàng,Nâu Sậm,Cao,Lượn sóng,Dày,Rậm,Ngắn,Au
Đen,To,Đen,Nâu Sậm,Thấp,Thẳng,Dày,Rậm,Bẹt,Phi
Lam,Nhỏ,Đen,Nâu Sậm,Cao,Lượn sóng,Mỏng,Rậm,Bẹt,Au
Đen,To,Đen,Nâu Vừa,Thấp,Xoăn,Dày,Rậm,Dài,A
Đen,Nhỏ,Đen,Nâu Vừa,Thấp,Xoăn,Dày,Rậm,Dô,A
Đen,To,Đen,Nâu Vừa,Thấp,Xoăn,Mỏng,Rậm,Bẹt,A
Đen,To,Đen,Nâu Sậm,Thấp,Thẳng,Dày,Rậm,Dài,Phi
Đen,To,Đen,Nâu Vừa,Thấp,Lượn sóng,Dày,Thưa,Dài,Uc
Đen,To,Đen,Nâu Vừa,Thấp,Xoăn,Dày,Thưa,Ngắn,A
Đen,To,Đen,Nâu Vừa,Cao,Xoăn,Dày,Thưa,Bẹt,A
Lam,Nhỏ,Đen,Nâu Sậm,Thấp,Lượn sóng,Dày,Rậm,Bẹt,Au
Đen,Nhỏ,Đỏ,Nâu Sậm,Cao,Thẳng,Mỏng,Thưa,Bẹt,Au
Đen,To,Đen,Nâu Vừa,Thấp,Lượn sóng,Mỏng,Rậm,Dài,Uc
Đen,To,Đen,Nâu Vừa,Thấp,Xoăn,Dày,Rậm,Dài,A
Đen,To,Đen,Nâu Sậm,Thấp,Thẳng,Mỏng,Rậm,Bẹt,Phi
Đen,Nhỏ,Đen,Nâu Vừa,Thấp,Lượn sóng,Mỏng,Rậm,Dài,Uc
Đen,To,Đen,Nâu Vừa,Thấp,Thẳng,Mỏng,Rậm,Bẹt,A
Đen,Nhỏ,Đen,Nâu Sậm,Thấp,Xoăn,Dày,Rậm,Dô,Phi
Đen,Nhỏ,Đen,Trắng Vàng,Thấp,Thẳng,Dày,Thưa,Dài,A
Đen,Nhỏ,Đen,Nâu Vừa,Thấp,Thẳng,Mỏng,Rậm,Bẹt,A
Đen,Nhỏ,Đen,Nâu Vừa,Thấp,Lượn sóng,Dày,Rậm,Bẹt,Uc
Đen,Nhỏ,Đen,Nâu Vừa,Thấp,Lượn sóng,Dày,Rậm,Bẹt,Uc
Lam,Nhỏ,Vàng,Nâu Sậm,Thấp,Xoăn,Dày,Rậm,Bẹt,Au
Đen,To,Đen,Nâu Vừa,Cao,Xoăn,Mỏng,Thưa,Dô,A
Đen,To,Đen,Nâu Sậm,Thấp,Xoăn,Mỏng,Thưa,Bẹt,Phi
Đen,To,Đen,Nâu Sậm,Thấp,Thẳng,Mỏng,Thưa,Dài,Phi
Đen,To,Đen,Nâu Sậm,Thấp,Xoăn,Dày,Rậm,Dài,Phi
Đen,Nhỏ,Đen,Nâu Sậm,Thấp,Xoăn,Mỏng,Thưa,Dô,Phi
Đen,Nhỏ,Đen,Nâu Sậm,Thấp,Lượn sóng,Mỏng,Thưa,Bẹt,Phi
Đen,Nhỏ,Đen,Nâu Vừa,Thấp,Xoăn,Dày,Rậm,Bẹt,A
Đen,To,Đen,Nâu Vừa,Thấp,Xoăn,Mỏng,Thưa,Dô,A
Đen,To,Đen,Nâu Vừa,Thấp,Xoăn,Dày,Thưa,Dô,A
Đen,To,Đen,Nâu Vừa,Cao,Thẳng,Dày,Rậm,Ngắn,Uc
Lam,Nhỏ,Đen,Nâu Sậm,Thấp,Xoăn,Dày,Rậm,Bẹt,Au
Đen,To,Đen,Nâu Vừa,Thấp,Lượn sóng,Mỏng,Rậm,Dài,Uc
Đen,To,Đen,Nâu Sậm,Thấp,Xoăn,Dày,Rậm,Ngắn,Phi
Đen,To,Vàng,Nâu Vừa,Thấp,Xoăn,Dày,Thưa,Dô,Au
Đen,To,Đen,Nâu Vừa,Thấp,Thẳng,Mỏng,Rậm,Dài,A
Đen,Nhỏ,Đen,Nâu Vừa,Thấp,Xoăn,Mỏng,Rậm,Bẹt,A
Đen,To,Đỏ,Nâu Vừa,Cao,Lượn sóng,Mỏng,Rậm,Bẹt,Au
Đen,Nhỏ,Đen,Nâu Vừa,Thấp,Thẳng,Dày,Rậm,Bẹt,A
Đen,To,Đen,Nâu Vừa,Thấp,Lượn sóng,Dày,Thưa,Dài,Uc
Đen,To,Đen,Trắng Vàng,Thấp,Thẳng,Dày,Rậm,Dô,A
Đen,To,Đen,Nâu Sậm,Thấp,Thẳng,Dày,Rậm,Bẹt,Phi
Đen,Nhỏ,Đen,Nâu Vừa,Thấp,Xoăn,Dày,Thưa,Dài,A
Đen,To,Đen,Nâu Vừa,Thấp,Thẳng,Mỏng,Rậm,Bẹt,A
Đen,To,Đen,Nâu Sậm,Cao,Lượn sóng,Dày,Rậm,Dô,Uc
Đen,Nhỏ,Đen,Nâu Sậm,Thấp,Xoăn,Dày,Thưa,Dài,Phi
Đen,To,Đen,Nâu Vừa,Thấp,Lượn sóng,Mỏng,Thưa,Dô,Uc
Đen,Nhỏ,Đen,Nâu Vừa,Thấp,Xoăn,Mỏng,Thưa,Dô,A
Đen,Nhỏ,Đen,Nâu Vừa,Cao,Thẳng,Dày,Thưa,Bẹt,A
Đen,To,Vàng,Nâu Vừa,Cao,Xoăn,Dày,Rậm,Ngắn,Au
Đen,To,Đen,Nâu Sậm,Thấp,Xoăn,Dày,Thưa,Dài,Phi
Lam,Nhỏ,Đen,Nâu Sậm,Thấp,Thẳng,Mỏng,Rậm,Dài,Au
Lam,Nhỏ,Đen,Nâu Sậm,Thấp,Lượn sóng,Mỏng,Thưa,Dô,Au
Đen,Nhỏ,Đen,Nâu Vừa,Thấp,Xoăn,Mỏng,Rậm,Bẹt,A
Đen,To,Đen,Nâu Sậm,Thấp,Xoăn,Mỏng,Rậm,Ngắn,Phi
Đen,To,Đen,Nâu Vừa,Thấp,Lượn sóng,Dày,Rậm,Bẹt,Uc
Đen,To,Đen,Nâu Sậm,Thấp,Xoăn,Mỏng,Rậm,Dô,Phi
Lam,To,Đen,Nâu Vừa,Cao,Xoăn,Mỏng,Thưa,Bẹt,Au
Đen,Nhỏ,Đen,Trắng Vàng,Thấp,Xoăn,Dày,Thưa,Ngắn,A
Đen,To,Đen,Nâu Sậm,Cao,Lượn sóng,Dày,Thưa,Bẹt,Phi
Đen,To,Đen,Nâu Vừa,Cao,Thẳng,Dày,Rậm,Bẹt,Uc
Đen,Nhỏ,Đen,Nâu Vừa,Thấp,Thẳng,Mỏng,Rậm,Ngắn,A
Đen,To,Đen,Trắng Vàng,Thấp,Xoăn,Mỏng,Rậm,Dài,A
Đen,To,Đen,Nâu Sậm,Thấp,Lượn sóng,Dày,Rậm,Bẹt,Uc
Đen,Nhỏ,Đen,Nâu Vừa,Thấp,Thẳng,Mỏng,Rậm,Bẹt,A
Đen,To,Vàng,Nâu Vừa,Thấp,Xoăn,Dày,Rậm,Bẹt,Au
Đen,Nhỏ,Đen,Nâu Sậm,Thấp,Lượn sóng,Dày,Rậm,Dài,Uc
Đen,Nhỏ,Đen,Nâu Vừa,Thấp,Xoăn,Dày,Rậm,Dài,A
Đen,Nhỏ,Đen,Nâu Vừa,Thấp,Xoăn,Dày,Thưa,Dô,A
Đen,To,Đen,Nâu Vừa,Cao,Thẳng,Mỏng,Rậm,Dài,Uc
Lam,Nhỏ,Đen,Nâu Vừa,Thấp,Xoăn,Mỏng,Rậm,Dô,Au
Lam,Nhỏ,Đen,Nâu Sậm,Thấp,Xoăn,Mỏng,Rậm,Ngắn,Au
Đen,Nhỏ,Đen,Nâu Vừa,Thấp,Lượn sóng,Mỏng,Thưa,Bẹt,Uc
Đen,To,Đen,Nâu Sậm,Thấp,Thẳng,Mỏng,Thưa,Dài,Phi
Đen,To,Đen,Nâu Sậm,Cao,Thẳng,Dày,Rậm,Bẹt,Phi
Lam,To,Đỏ,Nâu Vừa,Thấp,Thẳng,Mỏng,Thưa,Dô,Au
Đen,To,Đen,Nâu Sậm,Thấp,Xoăn,Mỏng,Rậm,Bẹt,Phi
Đen,Nhỏ,Đen,Nâu Vừa,Thấp,Xoăn,Dày,Rậm,Ngắn,A
Đen,Nhỏ,Đen,Nâu Vừa,Thấp,Thẳng,Mỏng,Thưa,Ngắn,A
Đen,To,Vàng,Nâu Vừa,Thấp,Xoăn,Mỏng,Thưa,Dô,Au
Đen,To,Đen,Nâu Sậm,Thấp,Thẳng,Dày,Rậm,Dài,Phi
Đen,To,Đen,Nâu Vừa,Thấp,Xoăn,Dày,Rậm,Ngắn,A
Đen,To,Đen,Nâu Sậm,Thấp,Lượn sóng,Mỏng,Rậm,Ngắn,Uc
Đen,To,Đen,Nâu Vừa,Thấp,Xoăn,Mỏng,Rậm,Dài,A
Đen,Nhỏ,Đen,Trắng Sáng,Thấp,Thẳng,Mỏng,Rậm,Dô,Au
Đen,Nhỏ,Đen,Nâu Sậm,Thấp,Xoăn,Mỏng,Thưa,Dài,Phi
Đen,Nhỏ,Đen,Trắng Vàng,Thấp,Thẳng,Mỏng,Rậm,Bẹt,A
Đen,Nhỏ,Đen,Nâu Sậm,Cao,Lượn sóng,Dày,Rậm,Dài,Uc
Lam,Nhỏ,Đen,Nâu Sậm,Thấp,Lượn sóng,Mỏng,Thưa,Bẹt,Au
Đen,Nhỏ,Đen,Trắng Vàng,Thấp,Xoăn,Dày,Thưa,Dô,A
Đen,To,Đen,Nâu Sậm,Thấp,Xoăn,Mỏng,Thưa,Dô,Phi
Đen,To,Đen,Nâu Vừa,Thấp,Thẳng,Mỏng,Thưa,Bẹt,A
Đen,To,Đen,Nâu Vừa,Thấp,Lượn sóng,Dày,Rậm,Dài,Uc
Đen,Nhỏ,Đen,Nâu Sậm,Thấp,Xoăn,Mỏng,Rậm,Dài,Phi
Đen,Nhỏ,Đen,Nâu Vừa,Thấp,Lượn sóng,Dày,Rậm,Bẹt,Uc
Đen,Nhỏ,Vàng,Nâu Vừa,Thấp,Xoăn,Mỏng,Rậm,Dô,Au
Đen,Nhỏ,Đen,Nâu Sậm,Thấp,Thẳng,Mỏng,Rậm,Dô,Phi
Đen,Nhỏ,Vàng,Nâu Sậm,Cao,Xoăn,Dày,Rậm,Bẹt,Au
Đen,Nhỏ,Đen,Trắng Vàng,Thấp,Xoăn,Dày,Rậm,Bẹt,A
Đen,To,Đen,Nâu Sậm,Thấp,Thẳng,Mỏng,Thưa,Dài,Phi
Lam,Nhỏ,Đen,Nâu Sậm,Thấp,Xoăn,Dày,Thưa,Dô,Au
Lam,Nhỏ,Đen,Nâu Vừa,Thấp,Thẳng,Mỏng,Rậm,Bẹt,Au
Đen,To,Đen,Nâu Sậm,Cao,Xoăn,Dày,Thưa,Bẹt,Phi
Đen,To,Đen,Nâu Vừa,Thấp,Thẳng,Dày,Rậm,Bẹt,A
Đen,Nhỏ,Đen,Nâu Vừa,Cao,Xoăn,Dày,Thưa,Bẹt,A
Đen,To,Đen,Nâu Vừa,Thấp,Xoăn,Dày,Rậm,Dài,A
Đen,Nhỏ,Đen,Nâu Vừa,Cao,Thẳng,Dày,Thưa,Ngắn,A
Đen,To,Đen,Nâu Vừa,Thấp,Lượn sóng,Mỏng,Thưa,Bẹt,Uc
Đen,To,Vàng,Nâu Vừa,Thấp,Lượn sóng,Mỏng,Rậm,Dô,Au
Lam,To,Đen,Nâu Vừa,Thấp,Thẳng,Dày,Rậm,Dô,Au
Đen,Nhỏ,Đen,Nâu Vừa,Thấp,Lượn sóng,Dày,Rậm,Dài,Uc
Đen,To,Đen,Nâu Sậm,Thấp,Xoăn,Mỏng,Rậm,Dài,Phi
Đen,Nhỏ,Đen,Nâu Sậm,Thấp,Thẳng,Dày,Thưa,Dô,Phi
Đen,Nhỏ,Đen,Trắng Vàng,Thấp,Thẳng,Dày,Rậm,Dô,A
Đen,To,Đen,Nâu Vừa,Thấp,Xoăn,Mỏng,Rậm,Dài,A
Đen,Nhỏ,Đen,Nâu Vừa,Thấp,Lượn sóng,Dày,Rậm,Bẹt,Uc
Đen,Nhỏ,Đen,Nâu Vừa,Cao,Lượn sóng,Dày,Rậm,Ngắn,Uc
Đen,To,Đen,Nâu Sậm,Thấp,Xoăn,Dày,Rậm,Bẹt,Phi
Đen,To,Đen,Nâu Sậm,Thấp,Xoăn,Mỏng,Thưa,Dài,Phi
Đen,To,Đen,Nâu Vừa,Thấp,Xoăn,Mỏng,Rậm,Bẹt,A
Đen,Nhỏ,Đen,Nâu Vừa,Thấp,Xoăn,Mỏng,Thưa,Ngắn,A
Đen,To,Đen,Nâu Vừa,Cao,Xoăn,Dày,Rậm,Bẹt,Uc
Đen,Nhỏ,Đen,Nâu Vừa,Thấp,Xoăn,Dày,Thưa,Bẹt,A
Đen,To,Đen,Nâu Vừa,Thấp,Xoăn,Dày,Rậm,Bẹt,A
Đen,Nhỏ,Đen,Nâu Vừa,Thấp,Lượn sóng,Dày,Rậm,Bẹt,Uc
Đen,Nhỏ,Đen,Nâu Sậm,Cao,Xoăn,Dày,Rậm,Bẹt,Phi
Đen,To,Đen,Nâu Vừa,Thấp,Thẳng,Dày,Rậm,Bẹt,A
Đen,Nhỏ,Đen,Trắng Vàng,Thấp,Lượn sóng,Dày,Rậm,Dài,A
Đen,Nhỏ,Đen,Nâu Vừa,Thấp,Xoăn,Dày,Rậm,Ngắn,A
Đen,Nhỏ,Đen,Nâu Vừa,Thấp,Thẳng,Dày,Thưa,Dài,A
Đen,To,Đen,Nâu Sậm,Cao,Thẳng,Dày,Rậm,Dô,Phi
Đen,To,Đen,Nâu Sậm,Thấp,Lượn sóng,Mỏng,Rậm,Dô,Uc
Đen,To,Đen,Nâu Vừa,Thấp,Xoăn,Dày,Rậm,Dài,A
Đen,Nhỏ,Đen,Nâu Vừa,Thấp,Lượn sóng,Dày,Rậm,Dô,Uc
Đen,To,Đen,Nâu Vừa,Cao,Xoăn,Mỏng,Thưa,Dài,A
Đen,To,Đen,Nâu Sậm,Thấp,Xoăn,Mỏng,Rậm,Dô,Phi
Đen,To,Đen,Nâu Vừa,Cao,Xoăn,Mỏng,Rậm,Bẹt,Uc
Đen,Nhỏ,Đen,Nâu Vừa,Cao,Xoăn,Dày,Rậm,Dô,Uc
Đen,To,Đen,Nâu Vừa,Thấp,Thẳng,Dày,Rậm,Dô,A
Đen,Nhỏ,Đen,Nâu Vừa,Thấp,Xoăn,Dày,Rậm,Ngắn,A
Vàng,To,Đen,Nâu Sậm,Thấp,Thẳng,Dày,Rậm,Bẹt,Au
Đen,To,Đen,Nâu Vừa,Thấp,Lượn sóng,Dày,Rậm,Bẹt,Uc
Đen,To,Đen,Nâu Vừa,Cao,Xoăn,Dày,Thưa,Dô,A
Đen,To,Đen,Nâu Vừa,Thấp,Thẳng,Dày,Rậm,Bẹt,A
Đen,To,Đen,Nâu Sậm,Thấp,Xoăn,Mỏng,Thưa,Dô,Phi
Đen,Nhỏ,Đen,Nâu Sậm,Cao,Xoăn,Dày,Thưa,Ngắn,Phi
Đen,Nhỏ,Đen,Nâu Vừa,Thấp,Thẳng,Dày,Thưa,Dài,A
Đen,Nhỏ,Đen,Nâu Sậm,Cao,Xoăn,Dày,Thưa,Dô,Phi
Đen,To,Đen,Nâu Vừa,Thấp,Xoăn,Mỏng,Rậm,Bẹt,A
Đen,Nhỏ,Đen,Nâu Sậm,Thấp,Thẳng,Dày,Rậm,Bẹt,Phi
Đen,Nhỏ,Đen,Nâu Sậm,Thấp,Thẳng,Mỏng,Thưa,Dài,Phi
Đen,To,Đen,Nâu Vừa,Thấp,Thẳng,Dày,Rậm,Ngắn,A
Đen,Nhỏ,Đen,Nâu Sậm,Cao,Thẳng,Mỏng,Rậm,Bẹt,Phi
Đen,Nhỏ,Đen,Nâu Sậm,Thấp,Lượn sóng,Dày,Rậm,Bẹt,Uc
Đen,Nhỏ,Đen,Nâu Vừa,Thấp,Xoăn,Mỏng,Rậm,Dài,A
Đen,Nhỏ,Đen,Nâu Vừa,Cao,Thẳng,Dày,Rậm,Dài,Uc
Đen,Nhỏ,Đỏ,Nâu Vừa,Thấp,Lượn sóng,Mỏng,Rậm,Dô,Au
Đen,Nhỏ,Đen,Nâu Sậm,Thấp,Lượn sóng,Dày,Thưa,Dô,Phi
Đen,Nhỏ,Đen,Nâu Vừa,Cao,Xoăn,Mỏng,Thưa,Bẹt,A
Đen,To,Đen,Nâu Vừa,Thấp,Xoăn,Mỏng,Thưa,Ngắn,A
Đen,Nhỏ,Đen,Nâu Sậm,Thấp,Xoăn,Dày,Rậm,Bẹt,Phi
Đen,To,Đen,Nâu Sậm,Cao,Xoăn,Mỏng,Thưa,Bẹt,Phi
Đen,Nhỏ,Đen,Nâu Vừa,Thấp,Lượn sóng,Dày,Rậm,Bẹt,Uc
Đen,To,Đen,Nâu Vừa,Thấp,Xoăn,Dày,Rậm,Dô,A
Đen,Nhỏ,Đen,Nâu Vừa,Thấp,Xoăn,Mỏng,Thưa,Dô,A
Đen,To,Đen,Nâu Vừa,Thấp,Lượn sóng,Dày,Thưa,Dài,Uc
Đen,Nhỏ,Đen,Nâu Sậm,Cao,Thẳng,Dày,Rậm,Ngắn,Phi
Đen,Nhỏ,Đen,Nâu Vừa,Cao,Lượn sóng,Mỏng,Rậm,Bẹt,Uc
Đen,Nhỏ,Đen,Nâu Sậm,Thấp,Xoăn,Dày,Rậm,Dô,Phi
Đen,Nhỏ,Đen,Nâu Vừa,Thấp,Xoăn,Dày,Rậm,Bẹt,A
